Query_ID,Query_Text,Department,Priority_Label
2067,I AM SCREAMING BECAUSE I CANT FIND MY DORM ROOM AND IT IS COLD OUTSIDE AND I AM TIRED HELP ME NOW!!!!!!! PLS PLS PLS!!!!!,Student Housing,Low
5415,requesting info about admin contact points,Administration,Low
6598,My financial aid check was mailed to an address that doesn't exist. I have no money for food or rent.,Finance Office,High
1115,my roommate just collapsed and isn't breathing. we are on the 4th floor of harrison hall room 412. send an ambulance now!!,Student Housing,High
7582,i just found a suspicious person in the library. they don't look like a student and they're acting weird. please help!!!,Library,High
2660,i am calm but i need to report that my financial aid award has been canceled three hours before the tuition deadline.,Finance Office,High
1659,my graduation clearance is marked as 'failed' because of a missing administrative fee that i paid months ago. today is the final day to clear this for the ceremony.,Administration,High
8699,My graduation status is showing as 'Pending' despite completing all credits. Applications for my dream job close tomorrow and they need proof of degree.,Academic Office,High
5674,The lock on my dormitory door is jammed and I am currently unable to leave my room for my final exam starting in 15 minutes.,Student Housing,High
4752,I would like to request a copy of the university's policy on respectful workplace and learning environment.,Administration,Low
760,my roommate left for the weekend and took my keys by mistake. i am stuck in the hallway with no shoes. please send a locksmith.,Student Housing,High
3165,i'm trying to upload my health records for admission but the system keeps saying 'invalid format'. i'm using a pdf.,Admissions,Medium
562,system logs me out unexpectedly,IT Support,Medium
431,IT system password reset request not fully processed,IT Support,Medium
6059,My financial aid disbursement was canceled by mistake and I have an eviction notice for my off-campus apartment for tomorrow.,Finance Office,High
251,I noticed that the vending machine in the student union is out of bottled water. Can someone please refill it for us today?,Administration,Low
2353,my application for the master's program was rejected. can i appeal this decision?,Admissions,Medium
4373,How can I get a copy of the university's policy on academic honesty for a research paper?,Academic Office,Low
1388,my roommate is smoking in the room and i have severe asthma. i am currently having difficulty breathing and need to move rooms immediately.,Student Housing,High
84,"My graduation audit is showing that I am missing a core requirement, but I already took that class. Graduation is in two days and I need this cleared immediately today.",Academic Office,High
4211,I would like to request a copy of the university's policy on use of university resources.,Administration,Low
6307,can u tell me if the library has any books on the philosophy of science for my paper due next week? thx for the help.,Library,Low
6748,"Admissions docs deadline urgent, can't submit.",Admissions,High
37,admission portal status incorrect,Admissions,Medium
3016,Is there a designated area for students to practice origami in the academic office building lobby?,Academic Office,Low
7189,Is there a specific policy regarding the color of curtains students are allowed to hang in the residence halls for next fall?,Student Housing,Low
2776,The fire sprinkler in room 302 is currently leaking onto my bed and electronics. This requires immediate attention.,Student Housing,High
301,i want to apply for a student job in the admin office but the 'Apply' button is leading to a 404 error page.,Administration,Medium
5815,exam timetable missing one subject,Academic Office,Medium
2404,i'm havign trouble with the online submission portal for my history class. it's not due until friday but the 'upload' button isn't appearing for me.,IT Support,Medium
1276,I am unable to submit my final application for the study abroad program. The 'Submit' button is greyed out and the deadline is tonight at midnight.,Admissions,High
3407,how do i request a replacement for my student id card if it's just cracked but still works fine for the bus? no hurry.,Administration,Low
5471,payment declined and course registration blocked immediately,Finance Office,High
2088,Deadline for admissions doc submission is today and I can't upload.,Admissions,High
3641,WHY IS THE LIBRARY SO COLD???? I AM FREEZING MY LITERALLY EVERYTHING OFF HELP!!!!!!!,Library,Low
3219,i'm havign trouble with the printer in the library; it's making a loud grinding noise and not printing anything for me.,Library,Medium
3270,There is a significant amount of water pooling near the electrical panel in the basement of Harrison Hall. It looks like a pipe might be leaking directly onto the wires.,Student Housing,High
2839,"i want to apply for a parking spot for the winter 2027 semester, is the form available yet? pls let me know.",Administration,Low
7819,is there a way to see my unofficial transcript from five years ago? i'm just curious about my old grades from freshman year.,Academic Office,Low
392,I would like to request a new light bulb for my dorm room because mine is burnt out.,Student Housing,Low
2397,I am a prospective student and I'm confused about the application requirements for the business program.,Admissions,Low
8598,pls provide general admin FAQ info,Administration,Low
6570,I am being charged out-of-state tuition despite my residency status being approved. The deadline to pay is tomorrow morning.,Finance Office,High
6580,Can students request a custom-colored student id card for an extra fee in the year 2028?,Administration,Low
4052,when are final exams scheduled?,Academic Office,Low
8416,The blinds in my dorm room are broken.,Student Housing,Low
4626,URGENT PLEASE I NEED TO KNOW IF I CAN BRING MY DOG TO THE ADMISSIONS TOUR PLS PLS PLS RESPOND!!!!!!,Admissions,Low
141,i want to know the hours of the university's bookstore. are they open on saturdays for merchandise returns?,Administration,Low
237,I'm having trouble with the citations on my bibliography. Could someone from the research desk help me with APA style later this week?,Library,Medium
1036,I need to confirm if my 'Intent to Enroll' was processed correctly. I haven't received a confirmation email yet.,Admissions,Medium
2749,I'm having trouble with the library's online search for architectural drawings and blueprints.,Library,Low
